"MaximumPressure","MinimumPressure","MaximumTemperature","MinimumTemperature","MaximumRelativeHumidity","MinimumRelativeHumidity","Precipitation","TotalEvaporation","SunshineDuration","WindDirection","WindSpeed"
1011.6,1007.2,30.6,16.2,91,38,0,2.71,8.5,260,2.1092204
1011.9,1008.2,31.2,17,89,47,0,4.18,9,10,2.1092204
1014,1008.9,32.3,17.9,92,37,0,4.18,9.2,40,0.771666
1014.6,1009.9,31.8,16.4,92,32,0,3.7,9.1,190,0.6687772
1016.6,1011.2,31.7,16.7,94,30,0,3.74,9.5,200,0.9259992
1017,1011.9,32,16,89,38,0,3.42,9.1,150,1.3375544
1015.6,1010.2,31.4,18.5,87,30,0,3.28,9.5,150,1.3375544
1016.6,1011.2,31.5,17,89,36,0,4.22,9.4,250,1.2346656
1018.5,1013.3,30.7,19.2,87,42,0,3.28,9,350,2.057776
1018.4,1012.3,31.2,19.3,89,40,0,3.7,9.1,180,2.4693312
1017.7,1011.2,31.1,16.3,94,33,0,3.35,8.8,110,0.5658884
1017.7,1011.9,30.2,15.1,95,29,0,3.39,9,30,1.28611
1018.4,1012.3,31,14.4,91,31,0,3.38,9.2,160,0.4115552
1015.6,1010.2,31,15.4,91,35,0,3.5,9.4,10,0.5658884
1014.6,1009.2,30.3,17.3,90,36,0,3.41,9.1,350,0.5658884
1015.3,1009.9,30.1,16.4,93,37,0,3.78,8.7,220,0.9774436
1013.3,1008.2,29.8,17,92,39,0,4.04,9.2,270,0.7202216
1012.5,1007.9,30.9,15.9,92,34,0,3.3,9.3,120,0.4115552
1014.3,1008.9,29.7,15.5,92,38,0,2.58,8.4,220,0.9774436
1014.3,1007.9,28.7,15.4,92,36,0,4.32,8.1,200,0.4115552
1014,1009.2,29.7,15,93,31,0,3.2,8.8,200,0.5658884
1015.6,1010.6,29,15.1,90,36,0,2.26,7.3,230,0.4115552
1015,1010.2,30.6,20.4,77,40,0,3.12,5.7,220,0.5658884
1016,1010.8,30.2,17.3,93,44,0.2,3.26,8.5,140,0.5658884
1016.3,1013.6,23.9,21.3,90,60,0,1.23,0.1,140,0.8231104
1017.3,1012.6,28.5,18.9,94,49,27.9,2.13,6.4,160,0.7202216
1017,1011.9,31.3,19.5,93,43,0,8.69,7.4,250,0.7202216
1017.3,1012.3,30.1,21.3,96,53,0,2.83,4,230,0.5658884
1018,1011.6,28.8,20.3,94,47,0,3.24,7.5,10,0.5658884
1015.6,1010.2,30,19.2,97,46,0,3.6,8.2,10,0.7202216
1015,1009.9,31.6,18.9,95,37,0,3.81,8.8,360,0.7202216
1016,1010.2,31,19.9,94,39,0,3.53,8.4,190,0.7202216
1017,1010.9,31.6,18.9,92,35,0,4.18,9.3,180,0.5658884
1014.6,1008.2,32,17.3,92,31,0,4,9.7,150,0.5658884
1013.3,1007.9,32.2,16.5,94,27,0,3.72,9.6,360,0
1014,1008.2,32.4,15.5,84,26,0,3.56,9.4,120,0.4115552
1013.6,1006.8,32.5,13.5,85,16,0,3.72,9.9,90,0.4115552
1010.6,1004.5,33.5,14.1,88,26,0,3.48,9.7,150,0.4115552
1010.7,1005.1,33.7,16.4,84,23,3.6,4.42,9.4,140,0.5658884
1012.6,1007.5,31.7,17.3,83,38,0,2.93,9.1,360,0.5658884
1012.3,1006.8,30.9,22.1,97,58,0,2.49,3.1,230,0.8231104
1010.9,1004.8,32,22.1,91,48,0,3.5,7.8,200,0.8231104
1010.9,1005.5,34.1,21,89,41,0,4.6,9.7,120,0.7202216
1013.3,1007.9,34.9,20,90,29,0,5.22,9.9,80,0.9774436
1014.3,1009.2,34,18.5,80,26,0,6.35,9.9,30,2.3664424
1015.6,1010.2,33.2,18.9,72,34,0,4.21,9.4,170,2.5207756
1017,1011.2,30.6,23.7,65,41,0,4.8,8.6,220,5.401662
1018,1011.9,30.5,20,74,35,0,4.46,8.1,230,4.2698852
1017.3,1012.3,30.6,18.3,73,31,0,3.28,8,240,3.4982192
1017,1011.2,30.8,18.1,78,37,0,2.74,7.4,190,1.9548872
1017.3,1011.9,31.3,17.2,84,30,0,2.72,7.2,170,1.028888
1016.3,1009.9,30.1,18.1,87,33,0,2.62,6.8,150,0.771666
1015,1009.2,32.5,18.2,86,31,0,3.06,8.7,160,1.028888
1016,1010.6,33.5,18.4,86,28,0,3.4,8.6,340,1.800554
1017,1011.6,32.6,18.6,84,38,0,3.66,7.9,200,1.2346656
1016.3,1010.2,33.2,20.5,79,36,0,3.57,8.4,350,2.2635536
1016,1009.2,32.6,20.1,88,35,0,3.59,8.8,170,2.8808864
1017,1011.2,34.3,21.2,77,33,0,4.14,9.2,140,2.2635536
1017,1010.9,33.7,20.2,79,33,0,4.38,9.2,220,1.9548872
1014,1007.5,34.3,20.3,82,34,0,4.45,9.3,360,1.543332
1014.3,1008.2,36.6,18.6,81,13,0,5.33,9.9,30,2.1092204
1015.3,1009.2,32.6,17.2,69,35,0,3.04,8.2,190,3.7039968
1015.6,1010.2,32.7,21.8,85,41,0,4.66,6.5,160,4.4242184
1016.5,1010.9,32,21.4,76,34,0,5.1,8.9,180,2.0063316
1016.3,1010.2,33,21.6,73,41,0,5.02,6.8,210,5.3502176
1016,1009.9,34.5,21.9,71,33,0,3.98,9.6,100,2.4693312
1014.6,1008.2,34.5,20.6,76,25,0,5.11,7.2,360,1.0803324
1014.3,1007.5,36,19.4,73,17,0,5.33,9.4,10,1.4918876
1012.9,1007.2,36,18.7,70,28,0,4.85,9.2,280,2.0063316
1013.3,1007.2,36.3,19.8,72,29,1.2,4.01,8.8,40,0.4629996
1014.3,1009.9,30.6,22.1,82,49,65.2,7.82,1,10,6.3276612
1016.6,1009.9,24.5,19.8,99,78,0.2,1.5,1.2,150,0.5658884
1012.9,1005.8,32.7,19.7,98,43,0,4.1,9.1,50,0.4629996
1010.9,1004.8,34.4,18.5,91,29,0,5.45,9.9,70,0.5658884
1010.2,1003.5,35.2,18.6,83,25,0,4.63,10.3,150,0.5658884
1008.5,1002.1,34.5,17.1,91,20,0,5.02,10.3,270,0.771666
1007.5,1001.1,35.5,16.8,77,21,0,4.62,10.4,150,0.4629996
1008,1001.1,34.5,17.4,69,23,0,4.33,10.4,170,0.8745548
1006.5,1000.8,33.9,18.3,75,30,0,4.35,10.1,190,0.6687772
1007.5,1001.8,34.7,17.5,86,31,0,4.75,10.3,190,0.6687772
1009.2,1003.1,35.1,17.9,85,21,0,4.82,10.2,190,0.6687772
1009.2,1002.8,36.6,18,72,19,0,4.38,10.4,160,0.771666
1008.3,1001.8,36.1,16,77,17,0,6.15,10.4,170,0.5658884
1009.9,1003.5,35.6,17.9,59,24,0,5.91,10.1,160,0.771666
1010.2,1003.8,36.3,17.6,80,26,0,4.23,9.8,270,0.9774436
1009.6,1001.8,38.2,19.8,73,18,0,5.43,9.8,200,1.2346656
1007.9,1000.8,36.5,19.8,63,27,0,5.16,9.5,200,0.9774436
1007.3,1000.8,37.5,21.6,75,16,0,7.26,10,190,1.800554
1008.2,1001.8,35.3,16.5,73,19,0,9.16,9.6,260,0.771666
1007.2,1000.8,36.2,18.6,64,20,0,4.18,9.4,140,0.8745548
1007.2,1001.1,36.5,19.5,64,21,0,5.88,9.6,130,0.6687772
1007.9,1002.1,36.6,18.7,68,26,0,3.88,9.7,210,0.8745548
1008.6,1002.8,37.6,20.1,73,22,0,5.83,8.7,220,0.6687772
1011.9,1005.8,32.3,22.6,96,50,22.4,7.09,6,280,1.800554
1012.9,1006.2,33.7,21.3,96,44,0,4.06,8.6,180,0.6687772
1011.9,1005.2,34.6,22.1,85,29,0,7.94,10.3,180,1.0803324
1011.6,1004.8,35.5,19.8,78,23,0,4.96,10.2,160,0.5658884
1011.2,1004.8,34.8,19.7,71,22,0,4.8,9.9,190,0.3601108
1010.6,1003.5,35.3,20.5,67,27,0,4.92,9.9,160,0.3086664
1011.6,1004.1,35.8,19.8,70,21,0,5.18,9.6,150,0.3601108
1010.9,1004.5,34.6,21.3,67,36,0,4.5,9.4,200,0.8745548
1011.2,1004.5,34.2,24.4,75,38,0,4.28,8,190,0.5658884
1009.4,1003.2,37.5,23.1,71,24,0,4.15,9.3,250,2.5207756
1010.3,1004.7,36.4,23.2,69,22,0,5.22,9.9,190,0.771666
1010.6,1003.6,38,23,71,26,0,6.62,9.6,190,2.057776
1010.4,1004.5,34.6,25.4,65,34,0,4.56,4,180,3.2409972
1010.8,1004.5,35,23.9,76,38,0,3.96,4,230,4.115552
1011,1004.9,32.4,23,74,44,1.7,6.08,4.3,200,6.1218836
1011.1,1004.4,32.1,21.8,96,48,0.3,1.98,4.2,180,6.8935496
1011,1005.3,32.9,23.2,86,49,0,4.18,3.8,160,3.85833
1010.4,1005,32.1,23.4,88,50,0.2,3.26,3.4,230,1.8519984
1009.2,1005.1,33.5,23.2,92,71,1.5,2.72,4.3,180,3.3953304
1008.9,1001.9,33.7,22.7,89,47,0,4.84,5.6,220,3.343886
1009.6,1001.4,35.5,22.9,85,30,0,6.28,9.8,350,3.7554412
1006.8,1001.5,34.9,25.6,74,43,0.7,5.92,5.3,230,5.8646616
1008.4,1003.6,30.3,24.5,86,61,22.9,1.22,1,180,3.6525524
1009.7,1005.1,30,23,97,66,2.4,1.7,0.7,220,3.5496636
1010,1004.6,29.8,23.8,94,66,1.6,1.99,1.9,180,3.4982192
1008.9,1003.2,34.7,23.4,95,54,0,3.99,4.9,360,1.6976652
1007.7,1003,35.4,24.5,87,50,0,6.22,6.2,160,4.2698852
1008.1,1001,34.3,22.1,94,43,0,4.32,6.3,30,3.6525524
1008.4,1002.3,34.9,24,87,42,0,5.02,9.7,180,3.601108
1010.8,1003.7,35.4,24.6,86,46,0,6.8,9.6,210,4.8357736
1008.5,1000.9,36.4,24,87,36,0,5.4,10,150,1.7491096
1005.1,997.9,35.2,23.6,86,35,0,8.02,9.3,180,3.1381084
1005,998.5,35.5,24.3,78,35,0,6.74,11,220,4.0641076
1004.1,997.7,36.4,24.3,77,35,0,7.28,10.8,200,3.4982192
1004.5,997.8,36.4,25.6,78,42,0,5.52,5,220,4.8357736
1005,1002.2,32.2,25.1,80,55,0,2.61,1.5,200,4.372774
1009.3,1003.9,34.5,24.1,86,48,0,4.81,7.1,20,2.829442
1009.2,1005.2,30.5,24.6,80,68,0,2.81,0.1,200,4.1669964
1009.8,1004.3,34.7,23,86,43,0,5.61,9.9,180,3.85833
1010.2,1004.2,34.7,23.2,80,39,0,5.42,10.1,170,0.7202216
1009.2,1003.8,36.4,24.7,80,38,0,8,9.1,190,0.9774436
1009.8,1002.9,36.8,23.3,84,36,0,6.4,10.4,200,0.4629996
1008.9,1002.5,35.3,25.1,97,39,0.2,4.9,6.2,120,0.7202216
1009.8,1006.7,31.4,23.5,97,53,78.6,7.15,5.2,260,0.4629996
1008.8,1002.8,31.7,22.6,96,58,0,2.78,3.9,220,0.7202216
1006.3,1001.5,32.6,24,88,54,0.2,4.29,8.6,240,0.7202216
1008.8,1002.6,34.2,21.2,95,50,30.5,7.44,6,180,0.7202216
1010.6,1004.7,29.5,21.5,98,61,2.4,2.74,3,10,1.4404432
1010.5,1004.9,31.5,22.1,99,60,6,2.14,0.7,170,0.5658884
1011.7,1008.1,24.3,22.3,96,74,15.8,1.34,0,20,0.7202216
1013.4,1008.8,23.7,19.2,94,80,7.4,1.42,0,20,0.8231104
1011.2,1006.2,28.8,20.2,91,61,7.2,2.84,3.6,220,0.4115552
1008.9,1003.5,32.7,22.6,96,60,0,3.78,8.2,280,0.7202216
1007.8,1001.4,33.5,23.3,90,48,2.1,6.86,10.5,180,0.7202216
1007.3,1001.5,34,23,93,56,0,4.64,8.1,250,0.4115552
1006.7,1000.9,32.5,23,88,48,0,5.78,8.7,220,0.8231104
1006.7,1001.1,34.8,24,88,41,16.9,8.14,11.1,190,0.8231104
1007.6,1001.9,33.5,22.1,94,40,96,6.27,10.9,20,0.9774436
1009.5,1004.7,31.4,22.4,99,68,0.2,3.48,6.4,20,0.7202216
1009.4,1003.7,30.5,22.2,89,57,8.1,5.18,6.6,200,0.8231104
1008.2,1003.3,30.5,23.3,96,69,24.2,4.92,4.5,190,0.8231104
1007.5,1004.5,30,23.5,96,73,10.6,5.44,1.9,240,1.2346656
1007.1,1001.2,30.4,23.3,96,60,0.2,3.54,4.2,210,0.4629996
1006.3,1001.4,31.8,23.4,95,63,0.6,4.82,3.8,210,0.8231104
1008.8,1002.4,31.3,22.9,96,58,0.6,2.66,4.8,230,0.4629996
1009.4,1004.8,32.8,24.3,95,53,12.5,5.26,6.5,240,1.0803324
1009.3,1003.2,32.4,23.2,95,59,0,4.54,5.5,200,1.2346656
1006.7,1002.4,32,23.8,87,65,0.5,4.35,6,250,0.4629996
1006,1002.4,30.4,23.8,93,68,0,3.63,2.3,210,0.8231104
1006.7,1002.6,31.5,23,94,59,0,5.02,4.6,240,0.8231104
1006.6,1001.2,33.2,24.7,89,56,0,4.74,4.7,270,4.5785516
1005.7,1001.1,33.2,24.6,94,58,0.2,4.97,4.5,210,3.3953304
1005.5,999.6,33.8,24.3,96,55,0,3.41,4.2,240,2.057776
1005.3,1000.3,31.5,24.4,98,60,7.1,4.06,1.8,190,3.7554412
1004.7,999.5,32,23.8,99,52,0.3,5.16,7.8,200,2.4693312
1004,998.9,33.7,23.9,91,51,0,6.06,8.4,230,3.6525524
1004.2,1000.3,32.5,23.8,90,50,0,5.06,5.4,230,4.629996
1004.6,999.8,32.7,23.5,89,56,0,6.12,9.4,240,4.629996
1006.8,1003.1,31.9,24,91,62,17.6,4.48,2,170,3.3953304
1008.6,1004.6,29.4,22.7,97,72,1.3,2.99,0.5,230,1.6976652
1009.4,1006.2,28.5,23.9,97,72,27.2,3.01,0.2,250,2.4693312
1007.7,1003.2,32.4,23.5,95,65,1,3.2,4.1,270,2.2121092
1007.4,1001.5,32.1,23.4,96,57,0,3.82,3.7,220,3.2409972
1006.6,1003.3,32.1,23.6,97,65,2.6,3.13,0.6,240,1.543332
1007,1001.9,31.3,23.4,98,57,11.8,5.91,7.3,200,2.9837752
1007.8,1001.4,34,23,97,52,0,5.76,8,170,2.4693312
1007.5,1003.7,33.1,23.3,88,59,0,3.28,4.5,220,3.6525524
1006.4,1002.8,33.7,23.5,91,60,0,4.11,5.3,210,1.543332
1006.9,1003.1,32.4,24.3,88,61,0,3.45,1.5,210,2.4693312
1006.7,1003.7,27.8,24.4,87,75,0.5,1.32,0,220,1.4918876
1005.9,1003,31.7,23.7,91,62,1,3.24,3.7,240,3.7554412
1007.3,1005.1,31.5,24.1,94,65,5.6,2.96,1.1,230,4.372774
1007.1,1003.9,30.8,24.1,95,68,3.6,1.23,0.4,10,2.057776
1008.2,1005.6,26.5,22.6,96,91,5.7,1.21,0,190,2.2635536
1006.4,1003.2,29,23.4,97,76,0.6,2.12,0.2,240,3.2409972
1007.8,1004.3,31.5,22.3,95,59,7.4,3.78,5.6,180,2.9837752
1009.9,1005.6,32.5,23.6,94,65,0,3.43,3.3,180,2.314998
1009.9,1004.2,34.2,22.6,93,55,1.4,5.26,8.7,360,4.7843292
1007.9,1002.1,35.4,22.4,92,50,0,4.32,8.3,210,2.314998
1005.2,1000.7,33.8,23.1,87,55,0,6.65,8,270,4.0641076
1004.07,999.43,33.8,24.1,93,52,0,3.84,4.3,220,2.1092204
1003.31,998.82,33.9,24.2,92,57,0,4.14,3,210,3.85833
1004.15,1000.32,33.4,24.6,93,57,0.2,3.89,1.8,210,2.5207756
1006.05,1002.03,33.5,24.4,96,53,0.8,3.67,3.1,230,2.4693312
1006.51,1002.25,32.1,24.1,95,59,13.2,3.7,3.1,30,2.7779976
1008.21,1005.52,27.3,22.8,96,86,0.2,2.08,0,190,2.6236644
1009.06,1004.62,32.3,23.2,95,56,0,2.94,0.8,200,3.3953304
1007.42,1003.97,32.4,24.7,86,56,0,3.26,1.4,220,2.9837752
1006.66,1002.11,32.2,23.3,92,63,0.1,3,4.9,140,2.6236644
1004.69,1000.98,32,23.5,91,53,1,2.01,3.2,350,2.829442
1004.33,1000.21,33.3,24.4,94,54,16.7,0.21,5.3,220,3.3953304
1003.8,1000.03,33.5,24.4,88,59,0,4.55,3.4,220,2.4693312
1002.85,999.19,33.1,24.2,88,56,0,5.04,3.7,210,4.7843292
1004.06,999.87,33.7,24,84,56,0,3.91,3.5,150,2.0063316
1004.26,1000.88,32,23.6,90,53,0,5.6,7.2,210,3.3953304
1004.24,999.8,32.7,24,85,56,0,4.26,3.5,170,3.086664
1006.87,1000.95,34,23.7,93,55,9,6.42,9,140,2.7779976
1007.05,1002.83,33.3,23.5,95,56,0,3.8,5.1,170,1.800554
1006.41,1002.58,33.2,24,90,57,5.7,5.91,6,260,2.57222
1006.4,1001.42,32.4,22.4,92,48,0,5.57,9.6,190,0.9259992
1005.63,1000.42,34.7,24,84,46,0,5.28,8.8,220,2.9837752
1005.44,1000.59,34.5,23.8,86,52,0,4.85,7.6,200,3.343886
1003.75,998.49,33.9,23.5,91,52,10.6,5.92,7.9,190,1.800554
1002.29,997.59,32.9,23.5,93,56,0,5.74,3.6,280,3.9097744
1002.33,998.51,30.3,24,87,60,0.1,5.38,1.2,210,2.9837752
1004.89,1001.91,29.1,23.6,93,76,2.6,1.98,0,210,4.2698852
1005.73,1002.34,31.5,23.2,93,66,1,2.66,0.4,240,4.0126632
1005.42,1000.96,32.4,24.1,96,59,10.1,3.98,3.1,20,1.5947764
1004.09,998.65,33.5,23.7,96,55,4.3,4.49,4.7,230,2.9837752
1003.12,997.69,32.8,23.8,97,53,29,5.21,4.5,30,2.314998
1004.29,1001.65,31.3,23.6,98,67,1.2,1.74,1.5,180,4.0641076
1005.3,1001.5,33.5,24.2,97,62,1.2,3.7,3.2,240,2.7265532
1005.3,1001.1,32.4,23.9,97,61,3.4,2.51,1,170,2.3664424
1003.8,999.4,32.7,24,97,57,1.7,3.04,4.3,220,2.314998
1003.7,1000.5,29.2,23.1,97,86,22.5,3.71,0,220,3.2924416
1004.2,1000.9,29.3,22.6,97,75,3.3,2.62,0.6,190,2.829442
1003.8,1000.8,31.6,22.8,97,61,0.6,3.36,0.3,210,3.3953304
1005.6,1001.9,29.1,23.4,96,82,0.5,2.03,0.1,230,4.8357736
1005.8,1002.1,31.8,24.1,97,57,0,3.11,2.5,240,2.6236644
1007.8,1003.8,31,23.9,93,59,0,4.76,0.2,230,2.5207756
1008.2,1005.4,27.6,24,98,82,12.2,0.38,0,100,1.0803324
1006.4,1003.5,26.5,23.9,99,94,4.4,1.4,0,220,4.7843292
1005.7,1003.2,25.9,23.5,98,95,9.7,0,0,200,2.4693312
1006.4,1003.6,27.1,22,97,88,3.4,0.98,0,200,2.314998
1007.7,1004.4,27.8,22.2,97,83,2.1,1.83,0,210,1.8519984
1000,1006.4,30.5,23.2,97,67,2.9,2.12,2,160,3.85833
1000.2,1005.1,29.6,23,98,69,0,2.12,0,230,2.3664424
1008.5,1006,31,23.3,98,67,2.2,3.1,0.9,220,1.6976652
1010.9,1005.5,30.1,23.1,98,56,4.1,3.89,3.2,170,0.9774436
1000.2,1005.3,32.7,23,98,67,0,4.1,4.1,180,0.5658884
1009,1002.1,33.8,23.2,96,49,0,5.79,10.1,190,2.4693312
1005.7,999.6,34.4,23.3,96,46,0,4.64,6.3,270,2.7265532
1006,1001.1,35,24.2,95,54,16,7.04,4.7,30,3.9097744
1008.8,1004.3,32.2,22.8,96,64,0,3.36,3.4,200,1.800554
1009.7,1004.3,33.6,23.8,96,59,10.6,3.98,4.6,10,2.314998
1009.5,1004.2,30.9,23,97,67,26.1,4.08,3.3,190,4.3213296
1009.2,1004.3,31.5,23.1,97,61,0.1,3.54,4.4,180,2.7779976
1010.4,1004.8,32.8,23.5,99,60,18.3,8.97,1.9,220,2.829442
1009.9,1005.1,32.1,22.9,97,58,1.5,1.19,4.3,190,4.4242184
1000.1,1005.5,31.7,23.5,99,61,2.9,1.79,4.1,160,2.314998
1009.9,1004.5,30.9,23,99,65,0.5,4.21,3,270,1.4404432
1009.2,1004.6,30.1,22.9,98,64,0.2,2.84,2.9,220,2.7779976
1009.69,1005.13,31.4,23.8,99,66,7.5,2.98,0.6,230,2.057776
1009.83,1004.95,32.3,22.9,98,64,1.6,0.8,4.6,150,0.8231104
1008.21,1002.52,33,23.7,98,55,0,4.96,9.1,220,0.7202216
1007.5,1002.79,33,23.5,96,58,0.7,5.28,6,260,0.7202216
1007.32,1002.9,30.7,24.4,98,70,4.1,3.82,4.2,160,0.8231104
1007.1,1002.16,32,24,98,66,0,3.7,5.1,190,0.7202216
1006.92,1002.32,31.8,24.1,97,61,0,3.22,4.1,190,1.543332
1008.24,1004.26,31,23,98,61,12.6,2.88,1.2,10,1.543332
1008.37,1004.21,31.1,22.9,99,60,1,1.3,4.7,360,1.2346656
1009.01,1003.55,31,23.2,97,60,7.7,2.08,1.7,350,1.0803324
1008.82,1003.31,29.9,23.2,98,74,5,4.48,2.6,190,0.9774436
1008.17,1004.78,25.3,22.8,98,92,6.2,1.75,0,180,0.5658884
1007.43,1002.57,31.6,23,98,67,0.2,3.87,7.1,270,1.28611
1006.16,1000.18,32.2,22.8,99,60,0,4.34,8.1,280,1.28611
1004.81,999.76,32.6,23.5,98,67,46.9,5.7,5.6,40,1.800554
1005.87,999.86,32,22,98,60,0,2.98,3.8,180,0.7202216
1005.35,1001.69,30.8,23.2,97,70,1.1,2.65,2.9,200,0.9774436
1008.01,1001.93,32.2,23.7,98,60,2.1,4.27,6.2,250,1.2346656
1009.17,1004.29,31.8,23,98,56,1.1,2.84,3.7,280,0.5658884
1011.31,1007.63,27.9,23.3,97,93,20,0.6,0,240,0.8231104
1011.41,1005.68,31,22.9,99,64,8.5,5.66,4.5,20,1.9548872
1010.82,1005.16,32.4,23.1,97,69,0.8,1.82,5.7,310,2.057776
1010.87,1006.57,30.8,23.5,97,71,5.1,3.86,2.8,330,0.7202216
1011.74,1007.24,30.3,23.2,98,75,9.1,2,2.8,170,0.9774436
1010.92,1006.73,29.4,23.5,97,67,14,2.02,2.3,220,0.8231104
1011.71,1006.65,32,22,98,63,0,3.49,7.3,150,0.7202216
1012.38,1006.83,32.6,23.6,97,56,0,4.31,7.5,120,0.7202216
1011.4,1006.51,33,22.5,97,61,4.9,6.84,9.4,170,2.7779976
1012.02,1007,32,21.3,97,54,4.7,2.4,7.3,360,0.9774436
1012.88,1007.19,32.7,21.6,97,51,0,4.86,9.6,230,0.8231104
1012.26,1007.12,32,21.9,97,57,0.2,3.67,8.1,90,1.4918876
1012.55,1007.45,30.5,22,97,62,10.2,2.01,3.2,250,2.8808864
1013.43,1008.59,30.1,21.3,97,61,0,2.58,5.9,10,2.057776
1013.47,1007.69,32,21,98,53,0,4.76,9.1,40,1.28611
1012.86,1007.28,31.9,21.7,97,50,0,4.32,10.1,180,1.8519984
1013.4,1007.02,33.5,22.5,98,58,0,3.64,7.7,100,2.2121092
1011.65,1005.22,34.1,22.8,97,65,0,4.94,8.6,50,2.8808864
1010.01,1004.52,31.5,22.8,98,65,0,3.38,7.8,270,3.0352196
1009.49,1004.51,32.5,22.6,99,61,0,4.17,7.5,210,2.3664424
1011.35,1006.64,33,22.9,98,65,0.1,2.72,5.1,200,2.1092204
1012.13,1005.77,32.5,23.4,99,60,0.1,4.26,7.6,220,2.057776
1012.85,1007.4,31.9,23.2,97,62,0,3.6,5.2,220,1.7491096
1013.51,1007.87,33.2,22.8,98,64,0,3.1,4.9,100,1.4404432
1013.17,1007.11,31.9,22.9,99,49,10.8,4.86,7.1,10,2.314998
1011.88,1008.02,33.1,22.4,98,66,4,1.66,1.9,80,2.9837752
1012.62,1007.68,32,22,98,64,8.4,5.19,1.9,360,2.9837752
1013.65,1008.67,28.6,22,99,69,2.4,4.03,0.5,30,2.829442
1013.43,1008.75,30,22.5,97,56,0,2.48,5.1,20,5.4531064
1013.37,1008.37,30.9,21.1,99,52,0,4.18,7.3,350,3.601108
1012.31,1007.7,30,19,97,49,2.4,2.84,3.1,360,1.9548872
1013.94,1010.14,27,20.3,98,73,0.1,1.63,0,220,1.5947764
1016.1,1011.37,28.6,22.4,97,60,1.1,2.89,1.5,260,0.257222
1014.43,1009.09,31.8,20.5,98,50,0,3.84,9.4,120,1.543332
1012.38,1007.08,31.5,21.2,99,54,0,4.08,4.8,30,2.829442
1010.68,1007.62,31.7,23,92,49,1.3,3.17,3.7,10,3.9097744
1011.52,1006.97,29.3,22.8,98,72,22.1,3.33,0.6,10,3.7554412
1010.94,1005.91,28.7,22.2,99,73,6.5,0.38,1.5,240,3.343886
1011.54,1007.09,29.5,22.3,99,79,2.1,2.06,2.1,280,1.4918876
1012.56,1007.88,26.1,21.5,98,84,6.8,2.83,0.4,10,4.3213296
1011.45,1006.4,27.1,22.7,99,88,17.9,3.45,0.2,10,2.2121092
1011.31,1005.83,28.6,21.5,99,72,7.9,1.58,3,340,1.2346656
1012.92,1006.8,29.5,22.4,99,66,12.5,2.72,2.3,40,2.7265532
1013.86,1010.03,28.9,21.9,99,77,7.9,3.59,3.4,210,2.3664424
1014.13,1010.32,26.3,23.3,85,64,0.1,2.19,0,360,7.4079936
1013.31,1008.49,28.9,21.2,98,56,0.2,2.8,2.8,20,1.7491096
1012.58,1007.91,30.8,20.6,99,57,0,3.3,3.9,30,2.7265532
1011,1005.18,31.9,22.1,98,47,0,4.38,8.8,350,3.8068856
1011.54,1006.09,32.8,20.5,98,48,0,4.26,7.2,360,1.28611
1011.86,1006.73,31,21.1,97,54,0,2.5,2.7,260,1.4404432
1011.46,1006.92,31.3,22.2,96,66,9.4,3.16,2.1,260,1.2346656
1012.47,1007.86,30.3,22.4,98,65,2.4,2.62,3.6,330,1.9548872
1013.91,1007.84,32.1,23,98,59,2.1,2.76,5.1,210,2.314998
1013.12,1006.79,33.4,21.6,96,46,0,4.84,8.8,280,1.4404432
1012.99,1007.17,32.5,21.1,99,48,0,3.54,9.3,280,0.5658884
1014.56,1008.01,32.1,21.4,98,40,0,4.9,9.8,40,1.543332
1014.44,1009.48,32.2,21.6,90,48,1.1,4.1,9.6,40,3.2409972
1017.71,1013.65,28.1,21.5,97,67,0,1.96,0.2,240,1.800554
1019.31,1014.62,30.7,20.1,99,41,0,3.6,7.7,130,0.9774436
1018.91,1012.22,28,17.1,97,41,0,3.39,7.4,160,1.1832212
1016.3,1010.08,28.5,16.4,96,37,0,3.13,7,240,1.6976652
1016.81,1010.25,28.9,17.7,96,44,0,3.44,8.3,190,1.28611
1016.85,1010.83,28.7,15.6,96,41,0,3.3,9.2,160,0.8231104
1016.42,1011.17,27.2,15.7,96,48,0,3.53,6.7,170,0.8231104
1016.78,1010.26,29.1,15.7,97,38,0,3.05,8.1,280,0.4629996
1014.33,1009.11,30.9,16.8,97,44,0,2.58,9.2,280,0.8231104
1013.55,1007.88,31.1,17.4,95,49,0,3.78,2.7,150,1.28611
1012.55,1007.31,30.9,17.9,96,45,0,3.56,7.6,270,0.9259992
1013.06,1008.4,31.6,18.3,96,42,0,3.84,7.8,170,0.8231104
1014.26,1008.87,32.2,20,95,38,0,4.13,8.5,220,0.4629996
1014.84,1009.02,31.5,18.8,95,48,0,3.57,9.2,160,2.1092204
1015.49,1009.78,30.4,19.2,93,43,0,3.34,9.3,360,0
1017.6,1011.86,30.4,17.7,94,39,0,4.28,9.6,320,1.2346656
1017.97,1012.85,29.9,15.4,90,40,0,3.65,9.2,10,4.3213296
1018.63,1013.11,29.9,14.5,93,39,0,3.61,9.5,30,2.3664424
1019.45,1014.93,22.8,19.9,95,65,0.1,0.66,0,230,2.314998
1017.29,1012.75,23.8,18.1,97,70,0.5,1.4,0,360,2.7265532
1017.36,1014.02,22.7,18.7,98,87,1.9,0.7,0,360,2.5207756
1019.18,1015.64,22.3,18.5,97,91,0.1,0.75,0,20,4.5271072
